Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,CTLD,HTTPS in Domain,Sensitive Words,Has Tilde,Has Port,PhishID,frequency_of_a_tags,frequency_of_alltags,presence_of_iframes,presence_of_popups,right_click_disabling,checking_sfh,request_url,url-of-anchor,links_in_meta_img,check_hidden_content,Current Domain Age,Matching Domain Name,Length of Domain,Google page index
-1,1,1,1,-1,1,0,-1,1,1,-1,8274274,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1
1,1,1,1,1,-1,0,-1,1,1,-1,8274268,1,1,1,1,1,-1,1,1,1,1,0,0,0,1
1,1,1,1,1,-1,0,-1,1,1,-1,8274245,1,1,1,1,1,-1,1,1,1,1,0,0,0,1
1,1,1,1,1,-1,0,-1,1,1,-1,8274244,1,1,1,1,1,-1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,0,-1,1,1,-1,8274243,1,1,1,1,1,-1,1,-1,0,1,0,0,0,1
1,1,1,1,1,1,0,-1,1,1,-1,8274242,-1,1,1,1,1,-1,1,-1,0,1,0,0,0,1
1,1,1,1,1,1,0,-1,1,1,-1,8274218,1,-1,1,1,1,-1,-1,1,-1,1,0,0,0,1
1,1,1,1,1,1,0,-1,1,1,-1,8274197,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
-1,-1,1,1,1,1,-1,-1,-1,1,-1,8274187,-1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,1
-1,-1,1,1,-1,1,-1,-1,-1,1,-1,8274186,-1,1,1,1,1,-1,1,-1,-1,-1,0,0,0,1
-1,-1,1,1,1,1,-1,-1,-1,1,-1,8274155,-1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,1
-1,-1,1,1,-1,1,-1,-1,-1,1,-1,8274154,-1,1,1,1,1,-1,1,-1,-1,-1,0,0,0,1
-1,-1,1,1,-1,1,-1,-1,-1,1,-1,8274153,-1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,1
-1,-1,1,1,-1,1,-1,-1,-1,1,-1,8274152,-1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,1
-1,-1,1,1,-1,1,-1,-1,-1,1,-1,8274151,-1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,1
-1,-1,1,1,-1,1,-1,-1,-1,1,-1,8274150,-1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,1
-1,1,1,1,1,1,1,-1,-1,1,-1,8274145,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,1,1
