PhishID,URL,HTML,JS,CSS,Images,Not Found,Forbidden,Favicon,ScreenShot,Status Code,Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,Has Sub-domain,Match Favicon,Standard Port,CTLD,HTTPS in Domain,Sub-Domain Levels,Embedded Domains,Number of Tokens,Sensitive Words,Domain Length,Has Tilde,Dots in URL,Hyphen in Domain Name,Port
7650008,https://www.interbank.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7649406,https://www.orbex.com/en,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7649405,https://www.orbex.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7649369,https://www.google.com/search?q=nhirodo,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7649360,https://www.google.com/search?q=gihuga,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7649354,https://www.google.com/search?q=lhezijiyu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7648394,https://www.google.com/search?q=hudissa,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7648392,https://www.google.com/search?q=gube,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7647969,https://www.google.com/search?q=watichide,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7647436,https://www.securetrustbank.com/,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
7646442,https://www.google.com/search?q=pilhisa,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7645747,https://ablink.your-way.bk.com/uni/ls/click?upn=372lEyh5XWFWvDqjA-2BV4ITjpUZu-2BtuO8jqXbUvptvm-2FtzdpsBBhPKHY-2Foz1fFIt7s6Tp3Xw6qkVGE2G2rQf0bFu3-2FPg-2BtLdFVs-2Fowd56afEYD9LaBVwF0YmUzSdMc85OwDxLplY2sYgWxgLnT2-2FDDKjoW43QSeo6UH6Mnv9J0xBGirP8YamDKwnqj-2BekRv3L4c8ufEZJZ2AEPpFjYi8abMxcFIpqNNMpAJpTqGIiNxM13yuFrraJJRpV26KqLR-2BjkFFNJXQvoQm21MrdTEmOtIzpLMObQFZ6FjkSs0rffEpuvsYXA4tsRGhnlsUvYRsmTJotMZxCnDw5XLTTRLTYQZmHIwzQNy4BYJjlSfGKPTkrbyCvkFb06uhRDFmPr24Q2CZpUO-2F4FQ9mZxsM5sQ8Qi0lPkl-2ByuXup36DdgNbvo0oXLEtrZ-2FROTw5YtQIa8E1op6EKaLzfPfz5cPfHCUTn1gBdSYauIIEDASGOoBTc3vbgBDiQZrX8W1lblosJOkhGMdqKWdEkpauDaoDZqIXx721L1lrwKI9aRy61Gp85khIunrP49iDXnTwisdaa3f5apkDrV8qrTdBpxUCQBVmpzXxieqeyxZ7HrhoKRDJkvo-3DnrlZ_FUwDZWhpses6Wy1wKx8lJjcr15j4SFKchUO2UJCMCfSfuy8kAn7glgVWx-2FiNvcxe-2Bi9fWabaeZqc72ViRjTwpMHXlSJUBt6sgfIgdouu6RUBc8rz1L9gl0DYgf28-2FdVMTJ8YXpPLda86c7VUVbsbQQ4zyTPPBdrz9U4uabxLSRJcRiTxTBInPHsh0-2FWdXjSabG25hoqwUHYAo-2BgNUgVutz9Pj5EU0ApVXmEBPpHiJgcBHJ8RibW1iC205tvOCt1nm2xMPTJkxhxMEwyVQqfqLrpn5NdghPYqHakLmWmwy5uqtYGhZq5Tr9bDxlknGaotTtmqoszeqkIF6Mmpm3B-2Ft-2BMDudI2tqUPeXp-2FoUfEoSIv1C-2B9ByXZh2tyvowhx01IS7doqptWMejOvHfXFTWuSv2HGyu6l-2BC7F6RWWR-2BpJY7nw1V4ybT97SKJauubn4H-2FsSBLn5UEdEvJ05BMKi3WT8wQyX4pCkXP00n5uCBT6KI72Re8gOUWmGvEA-2BV3tOZK-2FhtSKpAhQiI8EO0MPG-2BTh54JtiI1h2vTg-2FXH5UtVrIHm5HFJNMiFVDvr-2B7zGvYVH9mbdvwGSIxhQ3Zcozqv2Of3riQeA9d7cd4nJCCaFwwHZcZktKfZ300tO-2Bro7NZf8-2BFnZ6-2BYwngPhpIIbpWqpyg-3D-3D,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7645637,https://walletconnect.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7645287,https://urlscan.io/result/c4f55235-f098-4ed9-a550-e30be5519196/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7645121,https://european-union.europa.eu/index_nl,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7644486,https://prestamore.com/privacy.html,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7644477,https://prestamore.com/about1.html,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7644468,https://prestamore.com/about.html,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7643133,https://www.google.com/search?q=laxo,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7643131,https://www.google.com/search?q=quuzuvo,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7642657,https://locations.pizzahut.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7641974,https://www.google.com/search?q=koreco,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7641967,https://www.google.com/search?q=kamunurro,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7641565,https://www.google.com/search?q=zochissiso,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7640970,https://www.google.com/search?q=datuwami,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7640309,https://www.carrefour.be/nl.html,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
7640256,https://fccu.org/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7636254,https://www.google.com/search?q=x2y2,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7636159,https://www.google.com/search?q=dedami,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7631850,https://www.google.com/search?q=nanope,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7631746,https://www.google.com/search?q=rujemunhodi,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7630857,https://www.google.com/search?q=chafuwachufe,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7630596,https://shopee.com.my/ig/#,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
7630068,https://www.skbn-engagement.de/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7628902,https://aka.ms/LearnAboutSenderIdentification,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7628821,https://poolcat.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7628820,https://www.poolcat.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7626499,https://www.zeppas.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7621754,https://www.cajapiura.pe/servicios,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7618257,https://urlscan.io/result/3ea50935-fd17-4b72-8233-a6a2b86c0c34/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7618255,https://urlscan.io/result/58778dac-1eb9-41a5-8fa2-8bdca00001b4/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7618254,https://urlscan.io/result/9eaf86a7-6765-437f-8f23-346329df527b/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7617206,https://www.google.com/search?q=chimamalhica,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7617204,https://www.google.com/search?q=remoropuhi,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7615131,https://solacehotel.cl/santiago/?gclidCj0KCQjwlemWBhDUARIsAFp1rLVbXQCTsshvvwl-rKK7b_c6YpoGhp_PWwPlOI9R2ukiHCyeKusQzRUaAhv5EALw_wcB,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7612796,https://report.netcraft.com/report,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7612795,http://toolbar.netcraft.com/report_url,1,1,0,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7612293,https://gerenciarxx1.blogspot.com/,1,1,1,0,0,0,1,0,200,,,,,,,,,,,,,,,,,,,,
7611341,https://www.princess.com/ships-and-experience/ocean-medallion/?cid=om_email_promo_internal_precruise_precruise___cruisehealth&eccn=AHDYIRSX7FP4CP2SDXG7LULYKQ&rrid=415756554A&mi_u=415756554A&custId=AHDYIRSX7FP4CP2SDXG7LULYKQ&mi_ecmp=#app,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7611340,https://em.princess.com/pub/cc?_ri_=X0Gzc2X%3DAQpglLjHJlTQG06zcGzdza3jNW7L1AzgKteBwiChzbLEACDlem0WALjzbzgzbpXBvkHvzet00kRVXtpKX%3DUSBURWWCT&_ei_=EW2tf9zs59idfPO1Sc_9BbnD5SMwN7jtGxarXBEmKezGJut007ZWJiIy1AVjd7zypIYDJ91eazKkMxj7jKEDOu8U1etkPcqNS_A76rn0afoy65brsXoDXEuEHgUpBTnrCTniZy__CO-7iDVq.&_di_=5li90kje7m5il8fuhhdji69v4estude9k98nirb79cnqb6sj2ae0,1,1,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7611179,https://www.google.com/search?q=lholhenelumo,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7611177,https://www.google.com/search?q=cerozube,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7611175,https://www.google.com/search?q=xirroyassequa,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7608959,https://play.google.com/store/apps/details?id=br.com.original.bank&hl=pt_BR&gl=US,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7598398,https://www.google.com/search?q=ssaquo,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7598393,https://www.google.com/search?q=fuhexevo,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7598343,https://oidc.idp.elogin.att.com/lrr/attLRR/LrrController?TAM_OP=login&USERNAME=unauthenticated&ERROR_CODE=0x00000000&ERROR_TEXT=HPDBA0521I%20%20%20Successful%20completion&METHOD=GET&URL=%2Fmga%2Fsps%2Foauth%2Foauth20%2Fauthorize%3Fresponse_mode%3Dform_post%26claims%3D%257B%2522id_token%2522%253A%257B%2522authenticationTypes%2522%253A%257B%2522essential%2522%253Afalse%257D%257D%257D%26scope%3Dopenid%26Target%3Dhttps%253A%252F%252Fsaml.e-access.att.com%252Fisam%252Fsps%252FATTIDPEntity_MFA%252Fsaml20%252Flogin%253FSAMLRequest%253DlVLBbtswDP0VQ3fbsls7qRAH8JIVC9B2RuPt0EvB2HQqwJY8UU7Xv5%25252BipGh3aIddycfHx%25252Fe4IBj6dBTlZJ%25252FUPf6akGzwe%25252BgViVOnYJNRQgNJEgoGJGEbsS1vb0QacTEabXWjexaURGis1GqlFU0Dmi2ag2zwx%25252F1NwZ6sHUnEMVi7a4EiOvVCpZ%25252BjRg%25252BxgsMIe4xazYK1UyAVHKneBo9aIgyhaZAocjR%25252BTLpyTCPFZV1v1tVXZaV9eby9Lj0%25252B5XGv91Kx4FqbBv2FBeugJ2TBZl2w7d1qfpG3V5A23VWeI2Sc590O8hmfdZC1fM4dkCogkgd8GyWacKPIgrIFS3mahnwWJlmdJOKCi2wezbLLBxZUZ2%25252B%25252BSNVKtf%25252FcyN0,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7596260,https://www.google.com/search?q=saye,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7593123,https://login.live.com/login.srf?wa=wsignin1.0&rpsnv=13&ct=1657744924&rver=7.3.6960.0&wp=SA_20MIN&wreply=https%3A%2F%2Faccount.live.com%2Factivity%3Fmkt%3Den-US%26refd%3Daccount.microsoft.com%26refp%3Dprivacy%26uaid%3Df2ac9c46d83b46bdb11295173ced304a&lc=1033&id=38936&mkt=en-US&uaid=f2ac9c46d83b46bdb11295173ced304a,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7590511,https://www.thetanarena.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7590428,https://www.zendesk.com/service/?amp;utm_content=Cloudflare&utm_medium=poweredbyzendesk&utm_source=email-notification&utm_campaign=text,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7590427,https://www.zendesk.com/support/?utm_campaign=text&utm_content=Cloudflare&utm_medium=poweredbyzendesk&utm_source=email-notification,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7590381,https://webmail.aruba.it/index.php,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7588457,https://www.google.com/search?q=rawara,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7588377,https://www.google.com/search?q=lehowule,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7588012,https://news.tuplanatope.com/cz0yNjI0Nzg4NiZhPTI1MTMmYz04NTQ0MCZlPTExNzEyJmw9MjQ3NTQwJnQ9YyZscz03OTg0NTMmZD0mZW1haWw9Wm5KaGRXUmxRRzkyYUM1amIyMD0maWRfc2VnbWVudD1NQT09JmZpcnN0bmFtZT0mYnNfdHJhY2tpbmc9T0RVME5EQmZNalV4TXc9PSZpZF9jYW1wYWlnbj1PRFUwTkRBPSZtZDU9TUdRMk5HTmhObU5qTkdKak1HSmhNek/0zTmpRMlpXSm1OR1ppTnpobU1UZz0=,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
7588009,http://news.tuplanatope.com/cz0yNjI0Nzg4NiZhPTI1MTMmYz04NTQ0MCZlPTExNzEyJmw9MjQ3NTM4JnQ9YyZscz03OTg0NTMmZD0mZW1haWw9Wm5KaGRXUmxRRzkyYUM1amIyMD0maWRfc2VnbWVudD1NQT09JmZpcnN0bmFtZT0mYnNfdHJhY2tpbmc9T0RVME5EQmZNalV4TXc9PSZpZF9jYW1wYWlnbj1PRFUwTkRBPSZtZDU9TUdRMk5HTmhObU5qTkdKak1HSmhNek/0zTmpRMlpXSm1OR1ppTnpobU1UZz0=,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
7588005,http://news.zonademaria.com/cz0yNjIzOTYxMiZhPTI1MTMmYz04NTQyNCZlPTc1MzImbD0yNDcxNzYmdD1jJmxzPTc5ODQzNyZkPSZmPTImcmVkaXJlY3Q9YUhSMGNITTZMeTlqYjI1elpXbHNjMjFoYkdsdUxuVnVjM1ZpTFhCaGNuUnVaWEp6TG1OdmJTOW1jaTlrWlhOcGJuTmpjbWx3ZEdsdmJqOWxiV0ZwYkQxYkttVnRZV2xzS2wwbWFXUTlUWFY0YW5wSVlqTmFZMG/N6VDBwR05rdHdVSEJ2ZFNVeVFtMXJjbVpzUmxaaEpUSkdiRFozY1ZoV2JIWlNVRTFFTXpaTVFVcFFZbXhzTm5ZeEpUSkNTRzVSYzFKUlVtRWxNa0pRVUVORlZ6SnZhbXBZTURCR01WbEtVRVZFVW05SlFVazJaMWx2VVRWQkpUSkdhRVF3ZWpaU09Ib3lSRGhGU0hkeFkwRlRXalJyU1ZSTVpEbE9VU1V6UkNVelJDMTJNdyUzRCUzRCZlbWFp/bD1abkpoZFdSbFFHOTJhQzVqYjIwPSZpZF9zZWdtZW50PU1BPT0mZmlyc3RuYW1lPSZic190cmFja2luZz1PRFUwTWpSZk1qVXhNdz09JmlkX2NhbXBhaWduPU9EVTBNalE9Jm1kNT1NR1EyTkdOaE5tTmpOR0pqTUdKaE16TTNOalEyWldKbU5HWmlOemhtTVRnPQ==,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
7588003,https://conseilsmalin.unsub-partners.com/fr/desinscription?email=fraude@ovh.com&id=GKmnFYPe3anUg9tV%2BJEdwnq%2BTTB3WRYM12CMPFxbB8oIpJUnXHgdCicWNZ9WB8kMlZPtG%2BFNnPo6TS9GKf6dtyc8VWZFi9p5KWRDQsCwIzv5rb8KvSsHP%2F1%2BEjsb3A%3D%3D-v3,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7586016,https://www.google.com/search?q=duhenacheque,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7586014,https://www.google.com/search?q=mexegisa,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7586012,https://www.google.com/search?q=fessamulhi,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7583807,https://www.google.com/search?q=rruja,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7583744,https://www.google.com/search?q=helicesa,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7583155,https://www.google.com/search?q=ssini,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7580589,http://www.woodbike.com/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7580567,https://wheregoes.com/trace/20223483164/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7580530,https://support-us.bitflyer.com/access/unauthenticated?theme=hc,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7580529,https://support-us.bitflyer.com/?shiny,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
7580174,https://www.google.com/search?q=ssazenhicha,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7580172,https://www.google.com/search?q=gerrevu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7580167,http://www.joefoxphoto.co.uk/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7579992,https://asiahol.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7579761,https://t.me/ingmrowenbot,1,1,1,0,0,0,1,0,200,,,,,,,,,,,,,,,,,,,,
7579667,https://www.terawulf.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7579666,http://www.terawulf.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7579545,https://www.bullguard.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7579363,https://www.hotelxcaretmexico.com/en/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7579362,https://www.hotelxcaretmexico.com/es/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7578910,https://www.x2y2.io/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7577984,https://www.deutschland.de/en,1,1,1,1,0,0,1,0,200,,,,,,,,,,,,,,,,,,,,
7577974,http://www.abracadabradj.com/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7577250,https://i.postimg.cc/zXdJpSrF/download.png,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7575065,https://coinflip.tech/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7575064,https://www.coinflip.tech/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7574910,https://t.co/YqiiQJaRzT?twclid=2-57o66snk6i5p29suji0kuh924,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7574898,https://www.google.com/search?q=cidemituco,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7574894,https://www.google.com/search?q=jofache,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7574855,https://www.osmwallet.io/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7573580,https://leroymerlin.bolbrac.com/wp-login.php?redirect_to=https%3A%2F%2Fwww.leroymerlin.bolbrac.com%2F&reauth=1,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7573401,https://www.google.com/search?q=sachepenhassi,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7573330,https://www.google.com/search?q=tisaba,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7572208,https://www.plantshed.com/,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
7572082,https://www.thecoinrepublic.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7571976,https://m.abrasiontesters.com,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7571511,https://durhamfence.com/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7571508,https://changenow.io/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7571507,https://www.changenow.io/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7571344,https://www.google.com/search?q=luleximassa,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7571178,https://www.attemplate.com/lam/01cc34d2-365b-4844-9eb8-fc9fe9e8e988/b4c5b3dd-c980-423c-99fe-aaf956cddae0/feff2f90-79cd-4ceb-bb93-669a6ff1e9d9/login?id=c1VpRXlIMEE5NlhHT3BoREdRNTBWemFnbGZSWXJpdGlzeHB5ZnNBVGFjRW05ZUl3Q2xwZStxMnRCSGpBNjdzeWZDTG1HZmhFbWNSSU9DQTk5YVBkVjNGbW5od1N3Z0V5V0c0cXFmUERRK1BsRlhuOXltUHNBUmQ5Nm5qUFBoakNxN01JMEdWcjU1MTd1YlY2bENWblFMQXlhNUlhSWxlU1prbVdZRVllNTc4Z2lxYXAyd3c4UCtVV2sxaUdNc1ZDenN5QWZoWUFCVUlQWTVTbDZERlV0dUhIQzVEd0tjZUlEV1BRRnNQWEM5UytMcnl2ZHZwRklxZmZPcHN2dzlOZEJPeURUaExjdnFpaUpBckpNcFp3bTcxYnRsemFvb1FaaUlaenhsdTBDZzRQanpZVmZuQm55NTN0V1dqQmE3b1VwQTdlbG9UNWJvK25xNW1YZ1czNUFoYTdIaURKbWU2MXRmRVhVazNOa08zYTRnTXNWYnpZeTA0ZG5ldHdJNDlm,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
7569912,https://sedo.com/search/details/?partnerid=50162&language=d&domain=cleanvision.de&origin=partner,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7569613,https://www.google.com/search?q=zokaleli,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7569327,https://www.google.com/search?q=nhemaquoyopi,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7569310,https://www.google.com/search?q=quedudu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7569263,https://href.li/https://direct.credit-suisse.com/,1,1,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7568531,https://sedo.com/search/details/?language=d&domain=transcash.de&partnerid=50162&origin=partner,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7568070,https://www.amazon.es/gp/f.html?C=NZC0HUKTF6RY&K=3225XXJXQHND0&M=urn:rtn:msg:20190319104325b0599bfee8d5463187c8a6550e20p0eu&R=8XUUJWQ8DCVS&T=C&U=https%3A%2F%2Fwww.amazon.es%2Fgp%2Fitem-dispatch%2F186-5753533-5262249%3F%26action%3Dadd-to-registry.wishlist%26asin.1%3DB07KMBG257%26submit.add-to-registry.wishlist.x%3D1%26submit.add-to-registry.wishlist.y%3D1%26ref_%3Dpe_4004711_362297821&H=KZX4FPXYAMACTDSOCDEUBECUJFEA&ref_=pe_4004711_362297821,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7567626,https://www.google.com/search?q=quurreka,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7567618,https://www.google.com/search?q=bisihaxuku,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7566926,https://www.google.com/search?q=surreruhi,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7566923,https://www.google.com/search?q=gogo,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7566616,http://www.registracom.com.br/index.php,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7566615,https://www.registracom.com.br/index.php,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7566418,https://www.google.com/search?q=voquechelelhu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7564610,https://www.google.com/search?q=lalhigado,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7564604,https://www.google.com/search?q=miwu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7563465,https://www.aftermarket.pl/domena/pgmtech.pl/?_track=53c03ec5b07c7524bd1c8c71a0aa5124,1,1,1,1,0,0,1,0,200,,,,,,,,,,,,,,,,,,,,
7563445,https://www.google.com/url?q=https%3A%2F%2Fbit.do%2FfUvHR&sa=D&sntz=1&usg=AOvVaw2p77g9B9z6nOxrsIISHSf4&id=7220,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7563101,https://github.com/embium,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7561404,https://www.advantageservices.co.uk/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7561396,http://www.versaillesrestaurant.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7561390,https://www.dji-store.it/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7561384,https://www.google.com/url?q=https://share.hsforms.com/1E2In2rNiS06eqgw9GwhHCQ4htmx&source=gmail&ust=1588389624556000&usg=AFQjCNHcBvV7txdjK5Z77YHKJwP0iI4LKQ,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7561341,https://mailchimp.com/en-gb/help/the-unsubscribe-merge-tag/#Before_you_start,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7561132,http://www.americanexpress.co.jp/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7561127,https://sm.ms/image/acjASv8IOkozp1L,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
7560646,https://www.google.com/url?q=https://fanm.co:2096/?goto_app%3DEmail_DiskUsage&source=gmail&ust=1652507772601000&usg=AOvVaw0aJE4kWBpWLF-Kr6I5WPyy,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
7560288,https://www.google.com/url?q=http://Amazon.co.jp&source=gmail&ust=1614871210002000&usg=AFQjCNEMw9MfA2k0S825BPDYqkSR4Plycg,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
