PhishID,URL,HTML,JS,CSS,Images,Not Found,Forbidden,Favicon,ScreenShot,Status Code,Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,Has Sub-domain,Match Favicon,Standard Port,CTLD,HTTPS in Domain,Sub-Domain Levels,Embedded Domains,Number of Tokens,Sensitive Words,Domain Length,Has Tilde,Dots in URL,Hyphen in Domain Name,HTML Path,JavaScript Path,CSS Path,Port
7553919,https://info.naturgy.es/portals/p/;jsessionid=CAE44704A6B96EC0D81A4E50D9676F96,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7552963,https://www.google.com/url?q=https://zpr.io/z5qbjJVLrGqD%23info@hpil.co.in&source=gmail&ust=1654912196079000&usg=AOvVaw38Izakjf-Ut4-Tf20Sr-Jq,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7552344,https://www.google.com/search?q=fokoralu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7552342,https://www.google.com/search?q=diyexu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7551866,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwijx_vRzfj1AhXOTjABHey1CPkQFnoECBAQAQ&url=http%3A%2F%2Fwww.servientrega.com%2F&usg=AOvVaw0A8SDqW3v1yFJz7tLvAWmf,1,1,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7551796,https://euro-congress.org/esc/esc-2022-individual-registration.html,1,0,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7551795,https://www.petchgems.com/,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7551733,https://www.itau.com.py/personas,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7551600,https://www.theflxedfloat.org/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7551466,https://dskbank.bg/en,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7550605,https://www.google.com/search?q=nheju,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7549186,https://www.interspar.at/,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7549160,https://kando.tech/company/banco-original,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7548187,https://www.atacadao.com.br/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7548085,https://internet-banking.dbs.com.sg/IB/Welcome,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7547938,https://www.livescore.com/en/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7547173,http://mendami.com/?serv=osteopathe-a-marseille.fr,1,1,1,1,0,0,1,0,200,,,,,,,,,,,,,,,,,,,,,,,
7546497,https://www.interserver.net/contact-information.html,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7544376,https://1196l.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7544326,https://www.dbs.com.sg/corporate/solutions/capital-markets/dbs-digital-exchange,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7542348,https://www.zendesk.es/service/?utm_campaign=text&utm_content=Reembolso&utm_medium=poweredbyzendesk&utm_source=email-notification,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7542292,https://www-1196.com/jump/index.html,1,1,1,1,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,
7542291,https://www-1196.com/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7542011,https://href.li/?https://play.staratlas.com/,1,1,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7541943,https://www.8660dh.com/jump/index.html,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7541941,https://www.8660dh.com/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7541707,https://8664dh.com/jump/index.html,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7541704,https://8664dh.com/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7541633,https://www-8660.com/jump/index.html,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7541632,https://www-8660.com/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7541624,https://6117dh.com/jump/index.html,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7541623,https://6117dh.com/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7541616,https://www.8664dh.com/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539868,https://www.amazonbusiness.eu/e/317391/ng-ref--b2b-reg-e-de-2ndall001/byt8lw/1853506455?h=CwnuXM4Ec_DwAHzryB6X1OB6MuZSwuh-utDiZFg7F4s,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539159,https://918g1.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539156,https://918api12.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539149,https://918m3.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539145,https://918m7.com/,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7539094,https://918h13.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539089,https://918h4.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539086,https://91811.tv/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539061,https://918m2.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539056,https://918g4.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539051,https://918m6.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539050,https://91812.tv/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539045,https://918h15.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539036,https://918h6.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539026,https://918h12.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7539022,https://www.sushiclub.lv/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538994,https://918g2.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538941,https://918m4.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538932,https://www.icatuonline.com.br/SitePages/Login.aspx?porta=sicredi,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7538906,https://www.realizesolucoesfinanceiras.com.br/cartoes-renner/login,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538867,https://www.crececonmibanco.pe/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538453,https://x2917.com/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538452,https://x2646.com/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538451,https://www.x2646.com/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538450,https://www.x2917.com/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538449,https://x3136.com/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538448,https://www.x3136.com/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538446,https://www.918api18.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538445,https://www.918api17.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538444,https://www.918api16.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538443,https://www.918api23.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538442,https://www.918api20.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538441,https://www.918api25.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538440,https://918api19.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538439,https://918api16.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538438,https://918api25.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538437,https://918api24.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538436,https://www.918api22.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7538435,https://918api18.com/,1,1,1,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,
7537256,https://ccm.okta.com/signin/unlock,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7537143,https://918api20.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7537137,https://www.918api19.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7537133,https://www.918api24.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7537125,https://918api23.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7537119,https://918api17.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7537110,https://918api22.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7537099,https://918api21.com/,1,1,1,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,
7537091,https://www.918api21.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7536204,https://www.google.com/search?q=quuyujateco,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7535982,https://go.docusign.com/o/free/?elqCampaignId=9288/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7535969,https://www.itau.com.br/cartoes/servicos/fatura-digital,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7535938,http://bitly.ws/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7535630,https://woolman.io,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7535547,https://www.haiangroup.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7535546,http://www.haiangroup.com,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7535408,https://trade.dydx.exchange/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7535379,https://www2.etc-meisai.jp/etc/R?funccode=1013000000&nextfunc=1013000000,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7534902,https://login.microsoftonline.com/3b5c2832-4b4d-4b6a-aa14-ffb05086b26c/oauth2/logout,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7533718,https://click.deals.shermanstravel.com/1742090/326/4-nt-bahamas-cruise-incl-new-private-island-w-free-balcony-upgrade-onboard-credit-more,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7533567,https://www.ing.es/sobre-ing/app-movil-pc,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7533566,https://emkt.ing.es/v4/public/estadisticas/link/lm_ing2/87551/0/9020387/52947c4ba969d9a26422884873eac055/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7533556,https://www.mascolorpinturas.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7533424,https://www.google.com/url?hl=en&q=https://www.logistics.dhl/jp-en/home/footer/privacy-notice.html&source=gmail&ust=1537282836021000&usg=AFQjCNGr085Kfst5sujqrT2N06vzphK4yg,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7533180,https://www.google.com/search?q=ssuqualhugi,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7532860,https://www.google.com/search?q=fomi,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7532858,https://www.google.com/search?q=lipisepu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7532311,https://www.google.com/search?q=quubochilaco,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7532293,https://www.google.com/search?q=dexo,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7532256,https://www.bark.us/?utm_source=email&utm_medium=iterable&utm_campaign=footer,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7532255,https://links.bark.us/u/click?_t=093290e21c0848b6beeaa529246dd18f&_m=2046a1f4d5104d7e98a10d691232bfee&_e=0Ac7WAHhL2zn4NZp8hdyVKdwOUXEa7tl_bXTAXECLCxl1ubE8IoJNcTGUt_Ss6jDoWx6Tw4qr79eRtxAsI54I-FtImtxWY5X8S14DatvEzKjTWGABDnodnpvlY3RnUrsMAjwgHsh9AtuLC0PZYu3auyFNRcJ1qnGBKzWTZrRXv2cNNp2U0z-t7MCsG31Qs4t3FWy2dNvoElan8zL9gdPEbZwl3Rc3EIXWWOv8IqO33Pf-3Yg1cAMzt9yAUK0HFOa05Xdr1xoDZ7gVzHCPGDvxKyWC_K5gGNDtsKDw3Npsj_fhpzNbmZhWwBkiurXG-l4enmN-e0JTjTM1vei_lawWQ%3D%3D,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7531910,https://www.dzbank.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7531545,https://www.google.com/search?q=falidixanho,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7531543,https://www.google.com/search?q=chochidezu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7531468,https://www.terraoutlands.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7531467,http://www.terraoutlands.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7531461,https://portugal.xpatjobs.com/jobs/Oficial-De-Custodia-Liquidador-Bcr-Valores/45876x27571864043765284069270279325?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7531164,http://bopar.com.br,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7530981,http://www.geoplugin.net/xml.gp?ip=,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7530919,http://signal3domain.com/click?redirect=https%3A%2F%2Fapi.whatsapp.com%2Fsend%3Fphone%3D5522999459222&dID=1654088106602&linkName=CLIQUE%20E%20FALE%20COMIGO%20NO%20WATSAPP%C2%A022%209%209945%209222,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7530918,https://signal3domain.com/click?redirect=https%3A%2F%2Fapi.whatsapp.com%2Fsend%3Fphone%3D5522999459222&dID=1654088106602&linkName=CLIQUE%20E%20FALE%20COMIGO%20NO%20WATSAPP%C2%A022%209%209945%209222,1,0,0,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,
7530672,https://api.whatsapp.com/send/?phone=447501805927,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7530402,https://lh3.googleusercontent.com/v5q5D5d9r_YPUhteGLm0eHP_MgKgUVwdqKzeDcorPns3lJ75xFgnprzQzaeJPHY5Eg=s128-rw,1,0,0,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,
7530397,https://www.google.com/search?q=chanuchitoche,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7529745,http://spemail5.online//about.aspx?subid=250544844&campid=1920929,1,0,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7529619,https://www.google.com/search?q=rraquase,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7529613,https://www.google.com/search?q=bututanaki,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7529546,https://www.google.com/search?q=nawechu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7529318,https://rarible.com/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7528458,https://www.juegosdiarios.com/juegos-de-futbol.html,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7528307,https://www.google.com/search?q=ruchujopechu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7528255,http://bobcard.co.in/tr/u/2/721340/349350/c2lyMTk2M0BnbWFpbC5jb20=,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7528220,https://www.cyon.ch/domains/domain-transferieren,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7527901,https://www.google.com/search?q=terochaxaco,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7527898,https://www.google.com/search?q=lubo,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7527891,https://www.google.com/search?q=lhokupaja,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7527831,https://app-polly-goyn.blogspot.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7527592,http://bilnet.eu,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7527591,http://bil-privatebanking.eu,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7527589,http://banqueinternationalealuxembourg.eu,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7527588,http://bil-pb.eu,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7527225,https://www.google.com/search?q=jexicoge,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7526891,https://uello.movidesk.com:443/Account/Login?ReturnUrl=%2f,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7526837,https://www.google.com/search?q=ssukussa,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7526634,https://docs.babyswap.finance/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7526626,https://curryondevon.com/styles?ver=R1Z5akc5Uzj5SpoZTSt7ruFAAF6kqtLnNvUvQNOvllgt8lQn9bk9wdzJ1M-2BFTu&ref=R1Z5akc5UzjtkkN4J6zSAVPvEmsVdCTWocJILMTZVEA=&no=R1Z5akc5UzjZGQWbWZAoNwi9Dy2q7vD-UaGE3L0I378=,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7526578,https://staffist.careers/styles?ver=R1Z5akc5UzimUI4Wh2dRZEkh9VXtTAYqXc9nQrEx6_bNqGfDruzDIuHt_1eUzZ-Q&ref=R1Z5akc5UzhEgFuDcq98q64TB2WBgQg4np4sEFoSvYE=&no=R1Z5akc5Uzh1MEZvJzX8jHP-YxuhAUp9KRy8d0KH4zI=,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7525731,https://n26.com/it-it,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7525511,http://www.spamarrest.com/a2?AwxkBQN2BwcuLzucp2uynl5mnTSloJSNnz1dM3WiqKNhL2,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7525068,https://dnc.io/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7524929,https://ebanking-ch1.ubs.com/workbench/WorkbenchOpenAction.do?login&,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7524810,https://www.bt.com/broadband,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7524625,https://bitflyer.com:443/en-us/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7524624,https://bitflyer.jp,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7524556,https://aave.com/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7523569,http://spemail5.online//about.aspx?subid=250544844&campid=1915120,1,0,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7523081,https://www.google.com/search?q=veseze,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7522844,https://epayday.ca/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7522689,https://www.defikingdoms.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7522655,http://216.73.148.13/qs=op-acacafehhikhagidckkjhafcjibabababaiiadfkaccackdcaddebacdgdbgacb,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7521323,https://www.evri.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7521052,https://dicaeconomia.com/,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7520142,http://trk.ixfr.com/v1/click/NyS1HrtcR_ZhLfPel5Oc_qXFayjWLwwg/PAXymAw6VKqOrLekK_UTxh64vdUQXfxq4feuFV0Qp1M!,1,1,1,0,0,0,1,0,200,,,,,,,,,,,,,,,,,,,,,,,
7519851,https://www.virustotal.com/gui/domain/www3.idpas-nenkln.live,1,1,1,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,
7519473,https://www.iconnect.co.in/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7518801,https://www.google.com/search?q=gopegaxu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7518784,http://spemail5.online//about.aspx?subid=250544844&campid=1911885,1,0,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7518628,https://matjarplay.com/app/com.os.sts,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7518098,"https://static.wixstatic.com/media/1286ee_ae5c0b71bdfc4e11b14b90a147b2a5be~mv2.jpg/v1/fill/w_218,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/1286ee_ae5c0b71bdfc4e11b14b90a147b2a5be~mv2.jpg",1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7518097,"https://static.wixstatic.com/media/1286ee_ef5d27220ef64f77bcce344d05ff7432f000.jpg/v1/fill/w_980,h_438,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/1286ee_ef5d27220ef64f77bcce344d05ff7432f000.jpg",1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7517903,https://www.cfe-recibo.com.mx/ahorro-de-energia,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7517902,https://www.cfe-recibo.com.mx/images/cfe-login.png,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7517899,https://www.cfe-recibo.com.mx/telefono-sucursales,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7517879,https://www.cfe-recibo.com.mx/cfematicos-pago-en-linea,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7517876,https://www.cfe-recibo.com.mx/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7517867,https://app.becas-santander.com/es/program/becas-santander-sustainability-skills-for-the-green-transition-cambridge-judge-business-school?utm_source=Email_other&utm_medium=Email&utm_campaign=sustainability_cjbs_22_Corporativo_Santander_Universidades_BBDD_CTA_Image,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7517847,https://mail1.libero.it/appsuite/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7517251,https://www.google.com/search?q=nhavowatu,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,,,,
7517231,https://www3.idpass-net.nenkin.go.jp/neko/Z01/W_Z0101SCR.do,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7516805,http://m.yesphones.co.uk/BMN7x,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7516540,https://www.myheritage.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
7516215,https://connect.intuit.com/portal/app/CommerceNetwork/view/scs-v1-f70ec7887e404886b73168a147b5547917af15c33d65449ba5ae6b802b5bebb94b1cc450aabc49448af906dc7be2eb02?cta=viewinvoicenow&locale=en_US,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,,,,
