Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,CTLD,HTTPS in Domain,Sensitive Words,Has Tilde,Has Port,PhishID,frequency_of_a_tags,frequency_of_alltags,presence_of_iframes,presence_of_popups,right_click_disabling,checking_sfh,request_url,url-of-anchor,links_in_meta_img,check_hidden_content,Result
1,1,1,1,1,1,1,-1,1,1,-1,8246373,1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246372,1,0,1,1,1,-1,-1,-1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246371,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8246366,-1,0,1,1,1,-1,-1,-1,0,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8246365,1,0,1,1,1,-1,-1,1,-1,-1,-1
1,-1,1,1,1,1,-1,-1,1,1,-1,8246364,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
1,-1,1,1,1,1,-1,-1,1,1,-1,8246363,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8246361,-1,0,1,1,1,-1,-1,-1,0,-1,-1
1,1,1,1,1,1,1,-1,-1,1,-1,8246357,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246355,1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246353,-1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246351,1,1,1,1,1,-1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8246348,1,1,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246345,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246344,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246343,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8246342,-1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8246341,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246340,1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246339,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246337,-1,1,1,1,1,-1,-1,-1,1,-1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8246336,1,1,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246335,1,1,1,1,1,-1,-1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246334,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246333,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246330,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246329,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246328,-1,0,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8246327,-1,0,1,1,1,-1,-1,-1,0,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8246326,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246325,1,0,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246324,1,0,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246323,1,0,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246322,1,0,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8246319,1,1,1,1,1,-1,1,1,-1,1,-1
0,1,1,1,-1,1,0,-1,1,1,-1,8246312,1,0,1,1,1,-1,-1,-1,-1,1,-1
0,1,1,1,1,1,0,-1,-1,1,-1,8246308,-1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246307,-1,1,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8246303,1,1,1,1,1,-1,1,-1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246297,1,1,1,1,1,1,1,1,-1,1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8246296,1,1,1,1,1,1,1,1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246294,1,1,1,1,1,1,1,1,-1,1,-1
0,1,1,1,1,1,0,-1,1,1,-1,8246293,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,-1,1,1,1,1,-1,1,1,-1,8246292,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246291,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246290,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246289,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,-1,-1,-1,1,-1,8246288,1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,-1,1,1,1,1,-1,1,1,-1,8246287,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8246284,1,1,1,1,1,-1,1,1,-1,1,-1
-1,1,1,1,1,-1,0,-1,-1,1,-1,8246281,-1,0,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8246276,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246258,1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246256,1,1,1,1,1,-1,-1,0,0,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246236,1,1,1,1,1,-1,-1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246187,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246185,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246184,1,1,1,1,1,-1,1,1,1,1,-1
0,1,1,1,1,1,-1,-1,1,1,-1,8246181,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8246174,-1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8246169,-1,1,1,1,1,-1,1,-1,-1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8246027,1,1,1,1,1,-1,1,1,0,1,-1
0,1,1,1,1,-1,-1,-1,1,1,-1,8246010,1,1,1,1,1,1,1,1,1,1,-1
0,1,1,1,1,1,-1,-1,1,1,-1,8246005,1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,-1,1,-1,8246004,1,1,1,1,1,-1,1,1,0,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245976,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245971,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245827,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245818,-1,1,1,1,1,-1,1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245817,-1,1,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,1,0,-1,-1,1,-1,8245811,1,1,1,1,1,-1,1,1,0,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8245810,1,1,1,1,1,-1,1,1,0,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245809,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245808,-1,1,1,1,1,-1,1,-1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245786,-1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245781,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245771,1,1,1,1,1,1,1,1,0,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245765,-1,1,1,1,1,-1,-1,-1,-1,1,-1
-1,1,-1,-1,1,1,-1,-1,1,1,-1,8245761,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,-1,-1,1,-1,0,-1,1,1,-1,8245757,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245750,-1,1,1,1,1,-1,1,-1,1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245685,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245655,-1,1,1,1,1,-1,-1,-1,-1,1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8245642,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8245641,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8245625,1,1,1,1,1,-1,1,1,0,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245624,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245620,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245617,1,0,1,1,1,-1,-1,-1,0,1,-1
0,1,1,-1,1,-1,0,-1,1,1,-1,8245615,1,1,1,1,1,-1,1,1,-1,1,-1
0,1,1,-1,1,-1,0,-1,1,1,-1,8245614,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245597,-1,0,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245591,1,0,1,1,1,-1,-1,1,0,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245578,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245577,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245575,-1,0,1,1,1,-1,-1,-1,0,-1,-1
1,1,1,1,1,1,1,-1,-1,1,-1,8245571,1,0,1,1,1,-1,0,-1,0,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8245561,-1,1,1,1,1,-1,-1,-1,1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8245560,-1,1,1,1,1,-1,-1,-1,1,-1,-1
0,1,1,1,1,-1,-1,-1,1,1,-1,8245558,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245556,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245544,-1,1,1,1,1,-1,1,-1,1,1,-1
1,1,-1,1,1,1,1,-1,1,1,-1,8245542,1,1,1,1,1,-1,-1,1,0,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245539,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
0,1,1,1,1,1,0,-1,1,1,-1,8245528,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,1,1,-1,-1,1,-1,8245522,1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245511,-1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245506,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245500,-1,1,1,1,1,-1,-1,-1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8245498,1,0,1,1,-1,-1,-1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245488,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245487,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245486,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245485,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245484,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245483,-1,1,1,1,1,-1,-1,-1,1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8245482,1,0,1,1,-1,-1,-1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245481,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245480,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245449,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245447,1,1,1,1,1,-1,1,-1,0,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245441,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245440,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245437,-1,1,1,1,1,-1,1,-1,-1,-1,-1
-1,1,1,1,1,1,1,-1,-1,1,-1,8245426,1,1,1,1,1,-1,1,1,-1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245416,1,0,1,1,1,-1,-1,1,-1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245415,1,0,1,1,1,-1,-1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245413,-1,1,1,1,1,-1,1,-1,0,1,-1
-1,1,1,1,-1,1,1,-1,-1,1,-1,8245412,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245411,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8245400,1,1,1,1,1,-1,1,1,-1,1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8245399,1,1,1,1,1,-1,1,1,-1,1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8245398,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245396,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245390,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245389,1,1,1,1,1,-1,1,1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8245384,1,1,1,1,1,-1,1,1,0,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8245383,1,1,1,1,1,-1,1,1,0,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245382,-1,1,1,1,1,-1,1,-1,1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245363,1,0,1,1,1,-1,-1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245351,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245329,1,0,1,1,1,-1,-1,1,0,-1,-1
1,1,-1,1,1,1,1,-1,-1,1,-1,8245326,-1,1,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,-1,1,-1,-1,1,-1,8245322,1,1,1,1,1,-1,-1,1,-1,1,-1
0,1,1,1,1,1,-1,-1,1,1,-1,8245308,-1,1,1,1,1,-1,1,-1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8245307,-1,1,1,1,1,-1,1,-1,1,1,-1
-1,1,1,1,1,-1,0,-1,1,1,-1,8245306,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,0,-1,1,1,-1,8245305,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245292,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245287,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245276,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245237,-1,1,1,1,1,-1,-1,-1,1,-1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8245236,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245233,1,1,1,1,1,-1,1,1,-1,1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8245232,1,0,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245231,-1,0,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245227,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245226,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245220,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245216,-1,0,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245196,-1,0,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8245180,1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8245178,1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245174,-1,1,1,1,1,-1,-1,-1,0,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245173,-1,1,1,1,1,-1,-1,-1,0,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245165,1,1,1,1,1,-1,1,-1,1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245160,-1,1,1,1,1,-1,-1,-1,0,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245159,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245141,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245140,1,0,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245123,-1,0,1,1,1,-1,-1,-1,-1,1,-1
1,-1,1,1,1,1,-1,-1,-1,1,-1,8245106,-1,0,1,1,1,-1,-1,-1,0,-1,-1
1,-1,1,1,1,1,-1,-1,1,1,-1,8245105,-1,0,1,1,1,-1,-1,-1,0,-1,-1
1,-1,1,1,1,1,-1,-1,1,1,-1,8245104,-1,0,1,1,1,-1,-1,-1,0,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245102,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245100,1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,1,-1,-1,1,-1,8245095,-1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8245094,1,1,1,1,1,-1,-1,1,-1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8245093,1,1,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245081,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245080,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245079,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245078,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245077,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245076,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245075,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245074,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245073,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245072,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245064,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245063,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245059,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245056,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245055,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245046,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245045,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245019,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245018,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245003,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245001,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245000,-1,1,1,1,1,-1,1,-1,1,-1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8244991,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244977,-1,1,1,1,1,-1,1,-1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244971,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244891,1,1,1,1,1,-1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244888,-1,1,1,1,1,-1,1,-1,1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8244887,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244882,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244864,1,1,1,1,1,-1,-1,1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244855,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244853,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244852,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8244850,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244849,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8244848,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244847,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244844,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244840,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244839,1,0,1,1,1,-1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8244838,1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244836,1,0,1,1,1,-1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8244835,1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244833,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244832,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244831,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244824,1,1,1,1,1,1,1,1,1,1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8244823,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244814,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244812,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244804,1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244803,1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244801,-1,1,1,1,1,-1,1,-1,-1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244800,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244798,1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244796,1,1,1,1,1,-1,-1,-1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244794,1,1,1,1,1,-1,-1,-1,-1,1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8244793,1,1,1,1,1,-1,-1,-1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244791,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244790,1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244789,1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244786,1,1,1,1,1,-1,-1,-1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244782,1,1,1,1,1,-1,-1,-1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244781,1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244764,1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244763,1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244755,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244754,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244753,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8244752,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244751,1,1,1,1,1,1,1,1,-1,1,-1
