Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,CTLD,HTTPS in Domain,Sensitive Words,Has Tilde,Has Port,PhishID,frequency_of_a_tags,frequency_of_alltags,presence_of_iframes,presence_of_popups,right_click_disabling,checking_sfh,request_url,url-of-anchor,links_in_meta_img,check_hidden_content,Current Domain Age,Matching Domain Name,Length of Domain,Google page index
-1,1,1,1,1,1,1,-1,1,1,-1,7433727,1,0,1,1,1,-1,-1,0,1,1,1,1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7433726,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433724,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433723,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433719,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
0,1,1,1,1,-1,0,-1,1,1,-1,7433711,-1,1,1,1,1,-1,-1,1,0,1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433705,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433703,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433702,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433700,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433699,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433697,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433696,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433693,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433691,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433690,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433642,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7433635,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7433601,1,1,1,1,1,-1,-1,0,0,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433600,1,1,1,1,1,-1,-1,0,0,1,1,-1,1,1
-1,1,-1,1,1,1,1,-1,1,1,-1,7433599,-1,1,1,1,1,-1,1,1,0,-1,1,1,1,1
-1,1,-1,1,1,1,1,-1,1,1,-1,7433597,-1,1,1,1,1,-1,1,1,0,-1,1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433578,1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7433577,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7433567,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433565,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7433538,-1,0,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7433537,-1,0,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433536,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433535,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433513,-1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,7433505,-1,1,1,1,1,-1,1,-1,0,1,1,-1,1,1
1,1,-1,1,1,1,-1,-1,1,1,-1,7433489,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433483,1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433479,1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7433478,1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,-1,1,-1,1,1,-1,7433466,1,0,1,1,1,-1,-1,-1,-1,1,1,1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,7433453,-1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433449,-1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7433446,1,1,1,1,1,-1,1,1,1,1,1,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433445,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
0,1,-1,1,1,1,1,-1,1,1,-1,7433444,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433443,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433442,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7433441,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,0,-1,-1,1,-1,7433440,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,-1,1,-1,7433437,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433434,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433428,-1,0,1,1,1,-1,-1,-1,0,1,1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433427,-1,0,1,1,1,-1,-1,-1,0,1,1,1,1,1
0,1,1,1,1,1,0,-1,-1,1,-1,7433418,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1
0,1,1,1,1,1,0,-1,-1,1,-1,7433417,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1
-1,1,-1,1,1,1,1,-1,-1,1,-1,7433411,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433403,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433399,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7433396,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7433395,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7433386,1,1,1,1,1,-1,0,1,1,1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7433385,1,1,1,1,1,-1,0,1,1,1,1,1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,7433365,1,1,1,1,1,-1,1,1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433361,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7433360,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7433354,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433353,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433352,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433347,-1,1,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7433346,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
0,1,1,1,1,1,1,-1,1,1,-1,7433341,1,1,1,1,1,-1,-1,-1,0,1,1,-1,1,1
-1,1,-1,1,1,1,1,-1,1,1,-1,7433340,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433320,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7433319,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,7433307,1,1,1,1,1,-1,-1,0,0,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7433306,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7433302,-1,1,1,1,1,-1,1,-1,0,1,1,1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433290,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433289,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433285,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433284,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,-1,1,-1,1,1,-1,7433272,1,0,1,1,1,-1,0,1,1,-1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433253,1,1,1,1,1,-1,0,0,1,-1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433250,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433247,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433244,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
0,1,1,1,1,1,1,-1,1,1,-1,7433239,1,1,1,1,1,-1,0,0,1,-1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433238,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433237,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433233,1,1,1,1,1,-1,1,0,1,-1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433232,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
0,1,1,1,1,1,1,-1,1,1,-1,7433231,1,1,1,1,1,-1,0,0,1,-1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433227,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433225,1,1,1,1,1,-1,1,0,1,-1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433224,1,1,1,1,1,-1,0,0,1,-1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433220,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433219,1,1,1,1,1,-1,0,0,1,-1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433215,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433214,1,1,1,1,1,-1,0,0,1,-1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433213,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433210,1,1,1,1,1,-1,0,0,1,-1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433207,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7433206,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7433190,1,1,1,1,1,-1,1,0,1,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7433189,-1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1
-1,1,1,1,1,-1,0,-1,-1,1,-1,7433188,1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,-1,0,-1,-1,1,-1,7433118,1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,1
0,1,1,1,1,1,0,-1,-1,1,-1,7432759,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7431877,1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7431874,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7431873,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7431872,1,1,1,1,1,-1,-1,0,0,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7431817,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7431816,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7431785,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,1,7431774,-1,0,1,1,1,-1,-1,-1,0,-1,0,0,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,7431771,-1,1,1,1,1,-1,-1,1,-1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7431769,1,1,1,1,1,-1,0,1,1,1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7431768,1,1,1,1,1,-1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431766,-1,1,1,1,1,-1,1,0,1,1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431757,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431756,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7431755,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,1,-1,7431754,1,0,1,1,1,-1,-1,1,1,-1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7431752,1,0,1,1,1,-1,-1,0,1,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7431751,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431429,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1
0,1,1,1,1,1,-1,-1,1,1,-1,7431421,1,1,1,1,1,-1,1,1,1,-1,1,-1,0,1
1,1,1,1,1,1,0,-1,1,1,-1,7431405,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431392,-1,0,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7431379,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7431378,-1,1,1,1,1,-1,-1,-1,0,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7431377,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431375,1,0,1,1,1,-1,-1,0,0,1,1,1,1,1
-1,1,1,1,1,1,0,-1,-1,1,-1,7431372,1,0,1,1,1,-1,-1,1,0,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7431371,-1,0,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7431353,1,1,1,1,1,-1,1,1,0,-1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7431352,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431351,-1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431347,1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431334,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431325,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431319,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7431306,-1,0,1,1,1,-1,-1,-1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431284,-1,1,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7431283,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7431276,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7431275,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7431274,-1,0,1,1,1,-1,-1,0,-1,-1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7431265,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,-1,1,-1,1,1,-1,7431250,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7431249,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7431248,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7431244,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7431237,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431230,-1,1,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431229,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7431225,-1,1,1,1,1,-1,1,0,0,-1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7431202,-1,1,1,1,1,-1,-1,-1,0,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7431201,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7431200,-1,0,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7431194,-1,1,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7431193,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7431169,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7431166,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7431139,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
-1,1,-1,1,-1,1,-1,-1,-1,1,1,7430930,1,1,1,1,1,-1,1,1,0,1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7430697,1,1,1,1,1,-1,1,-1,0,-1,0,-1,0,1
0,1,1,1,1,1,1,-1,1,1,-1,7430696,1,1,1,1,1,-1,1,-1,0,-1,0,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7430276,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7430263,-1,0,1,1,1,-1,0,1,1,-1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7430244,1,1,1,1,1,-1,0,1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7430243,-1,0,1,1,1,-1,0,1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7430241,-1,0,1,1,1,-1,-1,-1,1,1,-1,1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,7430240,-1,0,1,1,1,-1,-1,-1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7430231,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,7430224,-1,0,1,1,1,-1,1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7430211,1,0,1,1,1,-1,0,-1,-1,1,0,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7430210,-1,0,1,1,1,-1,0,-1,-1,1,0,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7430180,1,0,1,1,1,-1,-1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7430112,1,1,1,1,1,-1,1,0,1,1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7430105,-1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7429885,1,0,1,1,1,-1,-1,0,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7429878,-1,0,1,1,1,-1,-1,-1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7429877,-1,0,1,1,1,-1,-1,-1,1,-1,1,1,1,1
-1,1,1,1,-1,1,-1,-1,-1,1,-1,7429870,1,0,1,1,1,-1,-1,1,1,-1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7429869,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7429801,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7429800,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7429560,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
1,1,-1,1,1,1,-1,-1,1,1,-1,7429558,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,-1,1,1,1,-1,-1,1,1,-1,7429556,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7429549,1,0,1,1,1,-1,-1,0,0,1,1,1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7429548,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7429499,1,0,1,1,1,-1,0,1,0,-1,1,-1,1,1
-1,1,-1,1,1,1,0,-1,1,1,-1,7429497,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7429491,1,1,1,1,1,-1,1,1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429480,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429478,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429474,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429472,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,7429467,1,1,1,1,1,-1,-1,0,-1,1,1,-1,1,1
0,1,1,1,1,1,-1,-1,-1,1,-1,7429464,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,-1,1,-1,7429461,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,-1,1,-1,7429458,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7429420,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
0,1,1,1,-1,1,0,-1,1,1,-1,7429410,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7429402,1,0,1,1,1,-1,-1,1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7429400,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7429393,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7429284,1,0,1,1,1,-1,-1,0,0,1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7429283,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429276,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429273,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429272,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429270,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429267,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429263,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7429258,-1,0,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7429257,-1,0,1,1,1,-1,-1,-1,1,-1,1,1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429256,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,7429237,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,7429236,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429234,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,-1,1,1,1,0,-1,1,1,-1,7429232,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7429231,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7429228,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7428842,-1,0,1,1,1,-1,0,-1,1,1,1,-1,1,1
