Length of URL, Has IP address, Shortening Service, Having @ Symbol, Double Slash Redirecting, Prefix-Suffix, CTLD, HTTPS in Domain, Sensitive Words, Has Tilde, Has Port, PhishID, frequency_of_a_tags, frequency_of_alltags, presence_of_iframes, presence_of_popups, right_click_disabling, checking_sfh, request_url, url-of-anchor, links_in_meta_img, check_hidden_content, Current Domain Age, Matching Domain Name, Length of Domain, Google page index,Result
1,1,-1,1,1,1,-1,-1,-1,1,-1,7756709,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1,
1,1,1,1,1,-1,1,-1,1,1,-1,7750501,1,1,1,1,1,-1,-1,1,0,-1,1,-1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7750419,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7750270,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7746712,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7746709,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7745350,1,0,1,1,1,-1,-1,-1,0,1,1,1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7739042,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7738436,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,
0,1,-1,1,1,1,-1,-1,1,1,-1,7735378,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1,
0,1,1,1,1,1,0,-1,1,1,-1,7735377,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7733541,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,
0,1,1,1,1,1,1,-1,1,1,-1,7733514,-1,1,1,1,1,-1,1,0,1,1,0,-1,0,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7733304,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7726431,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7726413,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7726283,-1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7725778,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,
-1,1,1,1,1,1,1,-1,1,1,-1,7725777,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1
0,1,1,1,-1,1,1,-1,1,1,-1,7725399,-1,1,1,1,1,-1,1,-1,-1,1,0,0,0,1,
1,1,1,1,1,1,1,-1,1,1,-1,7724730,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7724723,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7724271,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7724268,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,
1,1,1,1,1,1,0,-1,1,1,-1,7719979,1,0,1,1,1,-1,-1,-1,1,1,0,0,0,1,
1,1,1,1,1,-1,-1,-1,1,1,-1,7719536,1,1,1,1,1,-1,1,0,1,1,0,-1,0,1,
1,1,1,1,1,1,1,-1,1,1,-1,7718851,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7718216,1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7718033,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,
0,1,1,1,1,1,0,-1,1,1,-1,7717324,-1,0,1,1,1,-1,-1,-1,1,1,0,-1,0,1,
0,1,1,1,1,1,1,-1,1,1,-1,7717280,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1,
-1,1,1,1,1,1,0,-1,1,1,-1,7708586,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7702395,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7701854,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,
0,1,1,1,1,1,1,-1,1,1,-1,7696400,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1,
-1,1,-1,1,1,1,1,-1,1,1,-1,7693939,1,1,1,1,1,-1,1,0,1,-1,1,-1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7693804,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7693802,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,
1,1,1,1,1,1,1,-1,1,1,-1,7693798,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7693766,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,
0,1,1,1,1,1,1,-1,1,1,-1,7692759,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1,
1,1,-1,1,1,1,0,-1,1,1,-1,7687567,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1,
1,1,1,1,1,-1,-1,-1,-1,1,-1,7687504,-1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,
0,1,1,1,1,-1,-1,-1,-1,1,-1,7687450,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1,
0,1,1,1,1,1,1,-1,1,1,-1,7684362,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1,
-1,1,1,1,1,1,0,-1,1,1,-1,7683379,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,
-1,1,1,1,1,1,0,-1,1,1,-1,7683378,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,
0,1,1,1,1,1,1,-1,1,1,-1,7682414,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1,
-1,1,1,1,1,1,0,-1,1,1,-1,7680893,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,
