Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,CTLD,HTTPS in Domain,Sensitive Words,Has Tilde,Has Port,PhishID,frequency_of_a_tags,frequency_of_alltags,presence_of_iframes,presence_of_popups,right_click_disabling,checking_sfh,request_url,url-of-anchor,links_in_meta_img,Result
1,1,1,1,1,1,1,-1,1,1,-1,8246351,0,0,1,1,1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8246348,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246345,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246344,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246343,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8246342,0,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8246341,0,0,1,0,1,0,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246340,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246339,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246337,-1,0,1,1,1,-1,-1,-1,1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8246336,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246335,0,0,1,1,1,-1,-1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246334,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246333,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246330,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246329,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246328,-1,0,1,0,1,-1,-1,-1,0,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8246327,-1,0,1,0,1,-1,-1,-1,0,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8246326,0,0,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246325,0,0,1,1,1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246324,0,0,1,1,1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246323,0,0,1,1,1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246322,0,0,1,1,1,-1,-1,1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8246319,0,0,1,1,1,-1,1,1,-1,-1
0,1,1,1,-1,1,0,-1,1,1,-1,8246312,0,0,1,1,1,-1,-1,-1,-1,-1
0,1,1,1,1,1,0,-1,-1,1,-1,8246308,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246307,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8246303,0,0,1,0,1,-1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246297,0,0,1,0,1,1,1,1,-1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8246296,0,0,1,1,1,1,1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246294,0,0,1,0,1,1,1,1,-1,-1
0,1,1,1,1,1,0,-1,1,1,-1,8246293,-1,0,1,1,1,-1,1,-1,-1,-1
1,1,-1,1,1,1,1,-1,1,1,-1,8246292,-1,0,1,1,1,-1,1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246291,0,0,1,0,1,1,1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246290,0,0,1,0,1,-1,1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246289,0,0,1,0,1,-1,1,1,-1,-1
1,1,1,1,1,1,-1,-1,-1,1,-1,8246288,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,-1,1,1,1,1,-1,1,1,-1,8246287,0,0,1,0,1,1,1,1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8246284,0,0,1,0,1,-1,1,1,-1,-1
-1,1,1,1,1,-1,0,-1,-1,1,-1,8246281,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8246276,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246258,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246256,1,0,1,1,1,-1,-1,0,0,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246236,0,0,1,1,1,-1,-1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246187,0,0,1,0,1,-1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246185,0,0,1,0,1,-1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246184,0,0,1,0,1,-1,1,1,1,-1
0,1,1,1,1,1,-1,-1,1,1,-1,8246181,0,0,1,0,1,1,1,1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8246174,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8246169,-1,0,1,1,1,-1,1,-1,-1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8246027,0,0,1,1,1,-1,1,1,0,-1
0,1,1,1,1,-1,-1,-1,1,1,-1,8246010,0,0,1,1,1,1,1,1,1,-1
0,1,1,1,1,1,-1,-1,1,1,-1,8246005,0,0,1,0,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,-1,1,-1,8246004,0,0,1,1,1,-1,1,1,0,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245976,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245971,0,0,1,0,1,1,1,1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245827,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245818,-1,0,1,1,1,-1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245817,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,1,0,-1,-1,1,-1,8245811,0,0,1,1,1,-1,1,1,0,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8245810,0,0,1,1,1,-1,1,1,0,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245809,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245808,-1,0,1,1,1,-1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245786,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245781,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245771,0,0,1,1,1,1,1,1,0,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245765,-1,0,1,1,1,-1,-1,-1,-1,-1
-1,1,-1,-1,1,1,-1,-1,1,1,-1,8245761,0,0,1,1,1,1,1,1,-1,-1
-1,1,-1,-1,1,-1,0,-1,1,1,-1,8245757,0,0,1,1,1,1,1,1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245750,-1,0,1,1,1,-1,1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245685,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245655,-1,0,1,1,1,-1,-1,-1,-1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8245642,-1,0,1,1,1,-1,-1,-1,-1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8245641,-1,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8245625,0,0,1,1,1,-1,1,1,0,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245624,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245620,-1,0,1,1,1,-1,1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245617,1,0,1,1,1,-1,-1,-1,0,-1
0,1,1,-1,1,-1,0,-1,1,1,-1,8245615,0,0,1,1,1,-1,1,1,-1,-1
0,1,1,-1,1,-1,0,-1,1,1,-1,8245614,0,0,1,1,1,-1,1,1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245597,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245591,0,0,1,1,1,-1,-1,1,0,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245578,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245577,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245575,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,1,1,-1,-1,1,-1,8245571,1,0,1,1,1,-1,0,-1,0,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8245561,-1,0,1,1,1,-1,-1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8245560,-1,0,1,1,1,-1,-1,-1,1,-1
0,1,1,1,1,-1,-1,-1,1,1,-1,8245558,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245556,0,0,1,0,1,1,1,1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245544,-1,0,1,1,1,-1,1,-1,1,-1
1,1,-1,1,1,1,1,-1,1,1,-1,8245542,1,0,1,1,1,-1,-1,1,0,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245539,-1,0,1,1,1,-1,-1,-1,-1,-1
0,1,1,1,1,1,0,-1,1,1,-1,8245528,-1,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,1,1,-1,-1,1,-1,8245522,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245511,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245506,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245500,-1,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8245498,0,0,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245488,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245487,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245486,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245485,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245484,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245483,-1,0,1,1,1,-1,-1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8245482,0,0,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245481,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245480,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245449,-1,0,1,1,1,-1,1,-1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245447,0,0,1,1,1,-1,1,-1,0,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245441,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245440,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245437,0,0,1,1,1,-1,1,-1,-1,-1
-1,1,1,1,1,1,1,-1,-1,1,-1,8245426,0,0,1,1,1,-1,1,1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245416,0,0,1,0,1,-1,-1,1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245415,0,0,1,0,1,-1,-1,1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245413,-1,0,1,1,1,-1,1,-1,0,-1
-1,1,1,1,-1,1,1,-1,-1,1,-1,8245412,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245411,-1,0,1,1,1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8245400,0,0,1,0,1,-1,1,1,-1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8245399,0,0,1,0,1,-1,1,1,-1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8245398,0,0,1,0,1,-1,1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245396,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245390,0,0,1,0,1,-1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245389,0,0,1,0,1,-1,1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8245384,0,0,1,1,1,-1,1,1,0,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8245383,0,0,1,1,1,-1,1,1,0,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245382,-1,0,1,1,1,-1,1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245363,0,0,1,0,1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245351,0,0,1,1,1,-1,1,1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245329,0,0,1,1,1,-1,-1,1,0,-1
1,1,-1,1,1,1,1,-1,-1,1,-1,8245326,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,-1,1,-1,-1,1,-1,8245322,0,0,1,1,1,-1,-1,1,-1,-1
0,1,1,1,1,1,-1,-1,1,1,-1,8245308,-1,0,1,0,1,-1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8245307,-1,0,1,0,1,-1,1,-1,1,-1
-1,1,1,1,1,-1,0,-1,1,1,-1,8245306,0,0,1,0,1,1,1,1,-1,-1
-1,1,1,1,1,-1,0,-1,1,1,-1,8245305,0,0,1,0,1,1,1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245292,-1,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245287,0,0,1,1,1,-1,1,1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245276,0,0,1,1,1,-1,1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245237,-1,0,1,1,1,-1,-1,-1,1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8245236,0,0,1,0,1,0,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245233,0,0,1,1,1,-1,1,1,-1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8245232,1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245231,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245227,0,0,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245226,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245220,-1,0,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245216,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245196,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8245180,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8245178,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245174,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245173,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245165,0,0,1,1,1,-1,1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8245160,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245159,0,0,1,0,1,-1,1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245141,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245140,0,0,1,1,1,-1,-1,1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8245123,-1,0,1,1,1,-1,-1,-1,-1,-1
1,-1,1,1,1,1,-1,-1,-1,1,-1,8245106,-1,0,1,1,1,-1,-1,-1,0,-1
1,-1,1,1,1,1,-1,-1,1,1,-1,8245105,-1,0,1,1,1,-1,-1,-1,0,-1
1,-1,1,1,1,1,-1,-1,1,1,-1,8245104,-1,0,1,1,1,-1,-1,-1,0,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245102,0,0,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245100,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,1,-1,-1,1,-1,8245095,-1,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8245094,0,0,1,1,1,-1,-1,1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8245093,0,0,1,1,1,-1,-1,1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245081,0,0,1,0,1,1,1,1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245080,0,0,1,0,1,1,1,1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245079,0,0,1,1,1,-1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245078,0,0,1,1,1,-1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245077,0,0,1,1,1,-1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245076,0,0,1,1,1,-1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245075,0,0,1,1,1,-1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245074,0,0,1,1,1,-1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245073,0,0,1,0,1,-1,1,1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245072,0,0,1,0,1,-1,1,1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245064,0,0,1,1,1,-1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245063,0,0,1,1,1,-1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245059,-1,0,1,1,1,-1,1,-1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245056,0,0,1,1,1,-1,1,1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245055,0,0,1,1,1,-1,1,1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245046,0,0,1,1,1,-1,1,1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245045,0,0,1,1,1,-1,1,1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245019,0,0,1,1,1,-1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245018,0,0,1,1,1,-1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8245003,0,0,1,0,1,-1,1,1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8245001,0,0,1,1,1,1,1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8245000,-1,0,1,1,1,-1,1,-1,1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8244991,0,0,1,0,1,-1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244977,0,0,1,1,1,-1,1,-1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244971,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244891,0,0,1,0,1,-1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244888,-1,0,1,1,1,-1,1,-1,1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8244887,-1,0,1,1,1,-1,1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244882,-1,0,1,1,1,-1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244864,0,0,1,1,1,-1,-1,1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244855,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244853,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244852,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8244850,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244849,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8244848,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244847,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244844,-1,0,1,1,1,-1,1,-1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244840,-1,0,1,1,1,-1,1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244839,0,0,1,1,1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8244838,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244836,0,0,1,1,1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8244835,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244833,-1,0,1,1,1,-1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244832,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244831,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244824,0,0,1,1,1,1,1,1,1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8244823,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244814,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244812,0,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244804,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244803,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244801,-1,0,1,0,1,-1,1,-1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244800,-1,0,1,1,1,-1,1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244798,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244796,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244794,0,0,1,1,1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8244793,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244791,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244790,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244789,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244786,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244782,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244781,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244764,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244763,0,0,1,1,1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244755,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244754,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244753,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8244752,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244751,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244750,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8244749,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244748,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244747,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244746,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8244745,0,0,1,1,1,1,1,1,-1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8244744,0,0,1,1,1,1,1,1,-1,-1
1,1,1,1,1,1,1,-1,-1,1,-1,8244742,0,0,1,1,1,-1,1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244736,0,0,1,1,1,-1,1,-1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8244733,0,0,1,1,1,-1,1,1,0,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244730,-1,0,1,1,1,-1,1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244729,0,0,1,1,1,-1,-1,1,-1,-1
-1,1,1,1,-1,-1,-1,-1,1,1,-1,8244728,0,0,1,1,1,-1,-1,1,-1,-1
0,1,1,1,1,-1,-1,-1,1,1,-1,8244727,-1,0,1,1,1,-1,1,-1,1,-1
1,1,1,1,1,1,1,-1,-1,1,-1,8244721,0,0,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,-1,1,-1,8244720,0,0,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8244718,0,0,1,0,1,-1,-1,1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8244717,0,0,1,1,1,-1,-1,1,1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8244716,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8244715,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8244714,0,0,1,1,1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,-1,1,-1,8244709,0,0,1,1,1,-1,-1,-1,-1,-1
