PhishID, PhishURL                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Result                                                                                                                                                                                                                                                                                                                                                                                                                            , having_IP_Address, URL_Length, Shortening_Service, having_At_Symbol, double_slash_redirecting, Prefix_Suffix, having_Sub_Domain, SSLfinal_State, Domain_registration_length, Favicon, port, HTTPS_token, Request_URL, URL_of_Anchor, Links_in_tags, SFH, Submitting_to_email, Abnormal_URL, Redirect, on_mouseover, RightClick, popUpWindow, Iframe, age_of_domain, DNSRecord, web_traffic, Page_Rank, Google_Index, Links_pointing_to_page, Statistical_report
8195186, https://www.galagames-gtu19.com                                                                                                                                                                                                                                                                                                                                                                                                                                         , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 31        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195185, https://www.ssuii-home.com                                                                                                                                                                                                                                                                                                                                                                                                                                              , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 26        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195182, https://www.galagames-gtu23.com                                                                                                                                                                                                                                                                                                                                                                                                                                         , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 31        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195181, https://www.stargateairdrop.top                                                                                                                                                                                                                                                                                                                                                                                                                                         , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 31        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , 1      , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195180, https://cyberconnect.heartlandcoopcu.com                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 40        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , 1      , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195176, https://unleashclubcoin.com/                                                                                                                                                                                                                                                                                                                                                                                                                                            , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 28        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195175, https://staking-hex.xyz/                                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 24        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195174, https://gymlandd.site/                                                                                                                                                                                                                                                                                                                                                                                                                                                  , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 22        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195170, https://skinport.markeetczs.info                                                                                                                                                                                                                                                                                                                                                                                                                                        , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 32        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195169, https://nakamotofreaks.com/                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 27        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , 1      , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195167, https://optimismeco.com/                                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 24        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195166, https://neoncoin.net/                                                                                                                                                                                                                                                                                                                                                                                                                                                   , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 21        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195165, https://nkmgs.com/                                                                                                                                                                                                                                                                                                                                                                                                                                                      , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 18        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195164, https://proof-moonbrids.xyz/                                                                                                                                                                                                                                                                                                                                                                                                                                            , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 28        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195163, https://camelot.rendezvous.rs                                                                                                                                                                                                                                                                                                                                                                                                                                           , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 29        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195162, https://www.figthout.com                                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 24        , 1                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195161, https://monqmob.io/                                                                                                                                                                                                                                                                                                                                                                                                                                                     , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 19        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195160, https://monqmob.com/                                                                                                                                                                                                                                                                                                                                                                                                                                                    , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 20        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195159, https://coinpad.events/                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 23        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195158, https://www.figthout.com/                                                                                                                                                                                                                                                                                                                                                                                                                                               , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 25        , 1                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195148, https://www.aaravfinadvisor.in                                                                                                                                                                                                                                                                                                                                                                                                                                          , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 30        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195147, https://babydogen.top/                                                                                                                                                                                                                                                                                                                                                                                                                                                  , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 22        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195146, https://pepe-token.org/                                                                                                                                                                                                                                                                                                                                                                                                                                                 , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                , 23        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195143, https://loyals.ink                                                                                                                                                                                                                                                                                                                                                                                                                                                      , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 18        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195140, http://refundcoin.tech/                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 23        , 0                 , 0               , 1                       , 0            , 1                , 0             , -1                        , 1      , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195134, https://bitpass.top/#/pages/tabbar/home/home                                                                                                                                                                                                                                                                                                                                                                                                                            , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 44        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , 1      , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195128, https://airdropsbobapp.com/art-can-die                                                                                                                                                                                                                                                                                                                                                                                                                                  , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 38        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195127, https://rocket-pooi.net/                                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 24        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195126, https://psyopearns.com/                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 23        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195125, https://claim-chainlink.net/                                                                                                                                                                                                                                                                                                                                                                                                                                            , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 28        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195124, https://pancakeswapz.net/                                                                                                                                                                                                                                                                                                                                                                                                                                               , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 25        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195121, https://memecoins.foundation/                                                                                                                                                                                                                                                                                                                                                                                                                                           , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 29        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195119, http://cutt.ly/qwt7jtvp                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 23        , 0                 , 0               , 1                       , 0            , 1                , 0             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195117, http://156.236.74.86/                                                                                                                                                                                                                                                                                                                                                                                                                                                   , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 21        , 0                 , 0               , 1                       , 0            , 1                , 0             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8195115, https://trend-drops.top/mana/?prt=1974                                                                                                                                                                                                                                                                                                                                                                                                                                  , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 38        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
